228,91159685
229,91336610
230,91582492
231,91038736
232,91513661
233,91728534
234,91400418
235,91760785
236,91053859
237,91561804
238,91589324
239,91106680
240,91048561
241,91537716
242,91065392
243,91587605
244,91145978
245,91842399
246,91768455
247,91065317
248,91593437
249,91013222
250,91333542
251,91793333
252,91652376
253,91090137
254,91172870
255,91150297
256,91583799
257,91150241
258,91318975
259,91535535
260,91429333
261,91350077
262,91354402
263,91190157
264,91682386
265,91711677
266,91449968
267,91746066
268,91453717
269,91075772
270,91832452
271,91703068
272,91914973
273,91889090
274,91541455
275,91418447
276,91981619
277,91597084
278,91846317
279,91084775
280,91850947
281,91686594
282,91611856
283,91819779
284,91598936
285,91364353
286,91391176
287,91259833
288,91596499
289,91581326
290,91086533
291,91508979
292,91507405
293,91126587
294,91357119
295,91969994
296,91854864
297,91166553
298,91903417
299,91447428
300,91164461
301,91629697
302,91659021
303,91074763
304,91296054
305,91249243
306,91642684
307,91630418
308,91546897
309,91619184
310,91325845
311,91853474
312,91605063
313,91927739
314,91508758
315,91426990
316,91483061
317,91749855
318,91588078
319,91003066
320,91649196
321,91796755
322,91745994
323,91295809
324,91304483
325,91104747
326,91810476
327,91653804
328,91272651
329,91521195
330,91483490
331,91479644
332,91407152
333,91667031
334,91354540
335,91480903
336,91153820
337,91157024
338,91728178
339,91826487
340,91553738
341,91471274
342,91033672
343,91901730
344,91947249
345,91896916
346,91038662
347,91802187
348,91861704
349,91733207
350,91353050
351,91522444
352,91558448
353,91900787
354,91054873
355,91431871
356,91632019
357,91472701
358,91572210
359,91805942
360,91173703
361,91913727
362,91863069
363,91840722
364,91768752
365,91766863
366,91872270
367,91300539
368,91360809
369,91937580
370,91767041
371,91273220
372,91809416
373,91623981
374,91831827
375,91572529
376,91873678
377,91000152
378,91467533
379,91872851
380,91341794
381,91783868
382,91755233
383,91188171
384,91775227
385,91023119
386,91058652
387,91845077
388,91567199
389,91989867
390,91909147
391,91598973
392,91687567
393,91051798
394,91674583
395,91285177
396,91765139
397,91562661
398,91913496
399,91147086
400,91011655
401,91610427
402,91056567
403,91626666
404,91767444
405,91279538
406,91535156
407,91408619
408,91310314
409,91057274
410,91769523
411,91015860
412,91063220
413,91237368
414,91001318
415,91134170
416,91492633
417,91923740
418,91825774
419,91481584
420,91331319
421,91220086
422,91577744
423,91609675
424,91251007
425,91718888
426,91856443
427,91642427
428,91527539
429,91691420
430,91565184
431,91599784
432,91055536
433,91553096
434,91026671
435,91082624
436,91023825
437,91187104
438,91401057
439,91986175
440,91102216
441,91843248
442,91047525
443,91935381
444,91322330
445,91658487
446,91598343
447,91319203
448,91005712
449,91905784
450,91231587
451,91132593
452,91568566
453,91787333
454,91877912
455,91940998
456,91661594
457,91837561
458,91077532
459,91928724
460,91555731
461,91141837
462,91510115
463,91022181
464,91489989
465,91698292
466,91292052
467,91504404
468,91877014
469,91798040
470,91721625
471,91672858
472,91705528
473,91219099
474,91129330
475,91043922
476,91727756
477,91444296
478,91725947
479,91006856
480,91334391
481,91133925
482,91011551
483,91645977
484,91231057
485,91331983
486,91271257
487,91316860
488,91527420
489,91392319
490,91434764
491,91423388
492,91008795
493,91977018
494,91417876
495,91102034
496,91722303
497,91203141
498,91048727
499,91311710
500,91610978
501,91194832
502,91066930
503,91963820
504,91586347
505,91026085
506,91773879
507,91609176
508,91810714
509,91794666
510,91285738
511,91076165
512,91204037
513,91726769
514,91282534
515,91151384
516,91732433
517,91475215
518,91407075
519,91381312
520,91077150
521,91601301
522,91497009
523,91083989
524,91075179
525,91717709
526,91436572
527,91173805
528,91471285
529,91819380
530,91129623
531,91290013
532,91132938
533,91042088
534,91005561
535,91556205
536,91220573
537,91812324
538,91435430
539,91475428
540,91618523
541,91928100
542,91646343
543,91944657
544,91776740
545,91461269
546,91920126
547,91151426
548,91053365
549,91659739
550,91957757
551,91710104
552,91091707
553,91791462
554,91139074
555,91960035
556,91444342
557,91927844
558,91842780
559,91732578
560,91029758
561,91577545
562,91396770
563,91637189
564,91051100
565,91724478
566,91732585
567,91829495
568,91848547
569,91704505
570,91284658
571,91698026
572,91554721
573,91510018
574,91842133
575,91402262
576,91668603
577,91366425
578,91839483
579,91354174
580,91026407
581,91437597
582,91792418
583,91742506
584,91481508
585,91249225
586,91023430
587,91712187
588,91533054
589,91738325
590,91016350
591,91937401
592,91641811
593,91172902
594,91101524
595,91457779
596,91017124
597,91385266
598,91640079
599,91139079
600,91821682
601,91268453
602,91477243
603,91015162
604,91309995
605,91932987
606,91124958
607,91905362
608,91277806
609,91051431
610,91163882
611,91216219
612,91384128
613,91648445
614,91308612
615,91837993
616,91876153
617,91230948
618,91183950
619,91303230
620,91001113
621,91882037
622,91603933
623,91113988
624,91497013
625,91492316
626,91496016
627,91755260
628,91764626
629,91977531
630,91390540
631,91387282
632,91278773
633,91977770
634,91934214
635,91187574
636,91017553
637,91501357
638,91563043
639,91704821
640,91005441
641,91030361
642,91283091
643,91813062
644,91585789
645,91811529
646,91470471
647,91217934
648,91918629
649,91135941
650,91657550
651,91299447
652,91232949
653,91468544
654,91349397
655,91003197
656,91699490
657,91449941
658,91599291
659,91738540
660,91338241
661,91991822
662,91437727
663,91822980
664,91445315
665,91353558
666,91968446
667,91233745
668,91806413
669,91379933
670,91812562
671,91886837
672,91116696
673,91722410
674,91080958
675,91751017
676,91070636
677,91792327
678,91114534
679,91759401
680,91586356
681,91118409
682,91129721
683,91800320
684,91789587
685,91605618
686,91996143
687,91206275
688,91009712
689,91532976
690,91951282
691,91836904
692,91114225
693,91945490
694,91740884
695,91588782
696,91432036
697,91279152
698,91888346
699,91189566
700,91297441
701,91774174
702,91296797
703,91801961
704,91541408
705,91760766
706,91277472
707,91850921
708,91408709
709,91550684
710,91134739
711,91140344
712,91927804
713,91731029
714,91771253
715,91906297
716,91397909
717,91514141
718,91525484
719,91987895
720,91576165
721,91852373
722,91359837
723,91382761
724,91477808
725,91314109
726,91126249
727,91838211
728,91253146
729,91630187
730,91932144
731,91785892
732,91710337
733,91332385
734,91498048
735,91272558
736,91898894
737,91734458
738,91763893
739,91439525
740,91698098
741,91303748
742,91281452
743,91319443
744,91032180
745,91821093
746,91555810
747,91479967
748,91714155
749,91354045
750,91334554
751,91182082
752,91580891
753,91589798
754,91689642
755,91611259
756,91942404
757,91294347
758,91280647
759,91168220
760,91401995
761,91076351
762,91338055
763,91498887
764,91760768
765,91402281
766,91305670
767,91871049
768,91598298
769,91800963
770,91188972
771,91011298
772,91468702
773,91421036
774,91861208
775,91027166
776,91451287
777,91811495
778,91366921
779,91643858
780,91589086
781,91080441
782,91493089
783,91065353
784,91028119
785,91288601
786,91531935
787,91313692
788,91377325
789,91826494
790,91141949
791,91389393
792,91531796
793,91722243
794,91023131
795,91467616
796,91869619
797,91740233
798,91841443
799,91749844
800,91356577
801,91046911
802,91947298
803,91317569
804,91229944
805,91946637
806,91995943
807,91191986
808,91651322
809,91855584
810,91927853
811,91733818
812,91806241
813,91197942
814,91736901
815,91289154
816,91455779
817,91132021
818,91054393
819,91435758
820,91450338
821,91437261
822,91692237
823,91720858
824,91320427
825,91127687
826,91385247
827,91677223
828,91609099
829,91687089
830,91561195
831,91898434
832,91790636
833,91153584
834,91419645
835,91967238
836,91643299
837,91285917
838,91821204
839,91014667
840,91311079
841,91841271
842,91541754
843,91910930
844,91493035
845,91261170
846,91759824
847,91682933
848,91968422
849,91043875
850,91111139
851,91203704
852,91597348
853,91050567
854,91541871
855,91716134
856,91866939
857,91841492
858,91022340
859,91895303
860,91098037
861,91497689
862,91311654
863,91362452
864,91508870
865,91269816
866,91409060
867,91448397
868,91142095
869,91951822
870,91238625
871,91589961
872,91281174
873,91995441
874,91821408
875,91906311
876,91824490
877,91769398
878,91461928
879,91903584
880,91392327
881,91484466
882,91286771
883,91569675
884,91192941
885,91345950
886,91150849
887,91017361
888,91116801
889,91639208
890,91993746
891,91248631
892,91481250
893,91805615
894,91736395
895,91964522
896,91977683
897,91293139
898,91469288
899,91337552
900,91330046
901,91577007
902,91095914
903,91156063
904,91545539
905,91332719
906,91713493
907,91212986
908,91517269
909,91532789
910,91736173
911,91670675
912,91804588
913,91910126
914,91766394
915,91494415
916,91739329
917,91870227
918,91674352
919,91426208
920,91695731
921,91803239
922,91596913
923,91419139
924,91280677
925,91741005
926,91929061
927,91903447
928,91136147
929,91000238
930,91815982
931,91417813
932,91453003
933,91781148
934,91548127
935,91635451
936,91465862
937,91826094
938,91925317
939,91401318
940,91089071
941,91185242
942,91825980
943,91659381
944,91235582
945,91928210
946,91151368
947,91747792
948,91246077
949,91778905
950,91851811
951,91025682
952,91265790
953,91713630
954,91257386
955,91766993
956,91650929
957,91078420
958,91044127
959,91732536
960,91546026
961,91390296
962,91209682
963,91012488
964,91444821
965,91708309
966,91895779
967,91640753
968,91970833
969,91464807
970,91598911
971,91748024
972,91330020
973,91427618
974,91890199
975,91121152
976,91952344
977,91507569
978,91529026
979,91104895
980,91605374
981,91541204
982,91117093
983,91737527
984,91003522
985,91797023
986,91578387
987,91144458
988,91365843
989,91578477
990,91541634
991,91492544
992,91355829
993,91245856
994,91905867
995,91583149
996,91735970
997,91572812
998,91460217
999,91230123
